"","V1","V2","V3"
"2069",433.123,365.432,6
"2070",434.134,370.212,6
"2071",434.78,349.47,6
"2072",435.925,369.221,6
"2073",436.832,390.254,6
"2074",438.054,344.923,6
"2075",438.312,354.268,6
"2076",440.18,344.595,6
"2077",441.388,374.623,6
"2078",443.013,375.385,6
"2079",445.226,339.88,6
"2080",446.536,337.299,6
"2081",446.721,350.344,6
"2082",447.578,342.993,6
"2083",451.617,372.611,6
"2084",453.138,368.993,6
"2085",454.069,369.96,6
"2086",456.558,342.868,6
"2087",458.943,375.9,6
"2088",460.569,367.608,6
"2089",461.574,358.047,6
"2090",462.669,356.61,6
"2091",463.312,352.626,6
"2092",465.684,360.702,6
"2093",466.62,368.253,6
"2094",468.655,352.672,6
"2095",504.028,55.227,7
"2096",510.743,61.946,7
"2097",513.031,52.542,7
"2098",513.689,53.478,7
"2099",516.584,62.239,7
"2100",517.117,61.721,7
"2101",519.542,71.158,7
"2102",519.789,66.485,7
"2103",519.829,81.693,7
"2104",520.208,53.968,7
"2105",520.663,84.578,7
"2106",521.054,64.937,7
"2107",523.901,80.038,7
"2108",524.201,63.799,7
"2109",524.789,72.777,7
"2110",526.183,92.373,7
"2111",527.265,65.492,7
"2112",528.743,59.36,7
"2113",530.023,98.811,7
"2114",533.453,90.643,7
"2115",533.642,88.332,7
"2116",534.593,81.006,7
"2117",536.044,62.266,7
"2118",537.817,72.697,7
"2119",538.113,64.413,7
"2120",538.659,111.169,7
"2121",539.337,75.1,7
"2122",540.131,73.454,7
"2123",540.19,76.69,7
"2124",541.149,109.533,7
"2125",541.823,89.65,7
"2126",542.869,65.846,7
"2127",543.921,112.783,7
"2128",546.255,83.295,7
"2129",547.246,112.738,7
"2130",548.017,111.445,7
"2131",548.185,126.194,7
"2132",548.547,104.378,7
"2133",551.222,104.242,7
"2134",551.976,116.697,7
"2135",552.784,110.715,7
"2136",554.142,122.696,7
"2137",554.637,106.999,7
"2138",554.814,90.925,7
"2139",556.079,120.762,7
"2140",556.591,133.378,7
"2141",556.841,121.529,7
"2142",557.139,125.728,7
"2143",557.441,100.475,7
"2144",558.661,134.89,7
"2145",559.491,112.552,7
"2146",559.991,125.34,7
"2147",560.38,142.154,7
"2148",561.281,120.642,7
"2149",562.481,108.078,7
"2150",563.169,103.119,7
"2151",563.799,314.189,7
"2152",564.012,341.848,7
"2153",564.681,143.322,7
"2154",564.849,148.328,7
"2155",565.067,299.003,7
"2156",565.246,317.064,7
"2157",565.441,146.231,7
"2158",566.003,325.107,7
"2159",566.114,345.167,7
"2160",566.22,126.081,7
"2161",566.523,163.97,7
"2162",566.62,347.415,7
"2163",566.86,174.176,7
"2164",566.956,179.487,7
"2165",567.22,125.456,7
"2166",567.29,328.439,7
"2167",567.449,323.849,7
"2168",567.561,349.433,7
"2169",567.88,209.984,7
"2170",567.952,311.985,7
"2171",568.045,185.988,7
"2172",568.391,312.555,7
"2173",568.56,253.928,7
"2174",568.724,284.118,7
"2175",568.829,236.282,7
"2176",568.915,123.298,7
"2177",569.107,302.503,7
"2178",569.372,124.686,7
"2179",569.488,239.794,7
"2180",569.685,201.226,7
"2181",570.207,158.788,7
"2182",570.513,234.551,7
"2183",570.883,191.138,7
"2184",570.987,151.505,7
"2185",571.027,168.509,7
"2186",571.197,291.11,7
"2187",571.532,182.715,7
"2188",571.883,216.723,7
"2189",572.064,271.436,7
"2190",572.263,185.926,7
"2191",572.338,198.167,7
"2192",572.566,308.345,7
"2193",572.816,183.224,7
"2194",572.948,357.202,7
"2195",573.264,243.103,7
"2196",573.385,152.264,7
"2197",573.915,135.807,7
"2198",574.091,293.097,7
"2199",574.571,245.353,7
"2200",574.859,362.817,7
"2201",575.025,286.235,7
"2202",575.128,231.212,7
"2203",575.463,220.713,7
"2204",575.766,123.604,7
"2205",575.963,346.134,7
"2206",576.146,274.988,7
"2207",576.292,127.909,7
"2208",576.377,292.105,7
"2209",576.849,295.941,7
"2210",577.072,259.181,7
"2211",577.221,300.215,7
"2212",577.36,230.811,7
"2213",577.5,221.246,7
"2214",577.551,145.808,7
"2215",577.804,320.07,7
"2216",577.937,331.004,7
"2217",578.177,296.176,7
"2218",578.199,250.657,7
"2219",578.284,155.48,7
"2220",578.397,205.368,7
"2221",578.487,291.93,7
"2222",578.853,137.311,7
"2223",579.048,360.826,7
"2224",579.176,379.559,7
"2225",579.282,360.992,7
"2226",579.402,223.282,7
"2227",579.676,313.344,7
"2228",579.843,344.934,7
"2229",579.96,211.026,7
"2230",580.044,219.853,7
"2231",580.409,172.457,7
"2232",580.45,300.179,7
"2233",580.726,217.399,7
"2234",580.92,148.427,7
"2235",580.991,217.541,7
"2236",581.035,377.345,7
"2237",581.328,213.396,7
"2238",581.662,298.031,7
"2239",581.908,134.275,7
"2240",582.187,191.983,7
"2241",582.493,129.271,7
"2242",582.583,131.719,7
"2243",582.876,153.416,7
"2244",583.156,133.197,7
"2245",583.455,374.931,7
"2246",583.61,155.124,7
"2247",583.787,329.809,7
"2248",583.834,200.943,7
"2249",583.946,274.24,7
"2250",584.068,242.799,7
"2251",584.171,226.237,7
"2252",584.614,359.845,7
"2253",584.684,267.184,7
"2254",584.721,217.028,7
"2255",584.92,321.48,7
"2256",585.22,358.711,7
"2257",585.356,318.592,7
"2258",585.679,320.137,7
"2259",586.012,246.075,7
"2260",586.193,129.596,7
"2261",586.391,150.932,7
"2262",586.575,249.375,7
"2263",586.822,131.428,7
"2264",587.086,199.17,7
"2265",587.262,240.233,7
"2266",587.363,221.569,7
"2267",587.439,205.984,7
"2268",587.594,170.538,7
"2269",587.807,194.82,7
"2270",587.925,254.724,7
"2271",588.057,354.096,7
"2272",588.194,257.233,7
"2273",588.262,247.201,7
"2274",588.288,128.991,7
"2275",588.495,283.926,7
"2276",588.976,229.133,7
"2277",589.019,340.729,7
"2278",589.259,232.24,7
"2279",589.537,209.663,7
"2280",589.792,290.991,7
"2281",590.027,338.037,7
"2282",590.252,198.071,7
"2283",590.399,155.03,7
"2284",590.562,305.318,7
"2285",590.798,317.45,7
"2286",591.114,180.042,7
"2287",591.156,368.362,7
"2288",591.35,304.522,7
"2289",591.729,184.134,7
"2290",591.975,370.581,7
"2291",592.212,171.273,7
"2292",592.51,159.02,7
"2293",592.682,368.321,7
"2294",592.784,282.055,7
"2295",592.91,129.215,7
"2296",592.978,169.718,7
"2297",593.103,361.339,7
"2298",593.174,382.389,7
"2299",593.584,300.721,7
"2300",593.664,277.234,7
"2301",593.807,155.468,7
"2302",594.023,138.445,7
"2303",594.21,238.329,7
"2304",594.33,185.75,7
"2305",594.502,324.827,7
"2306",594.554,191.805,7
"2307",594.706,335.182,7
"2308",594.986,254.981,7
"2309",595.124,180.942,7
"2310",595.352,167.91,7
"2311",595.426,321.672,7
"2312",595.622,225.465,7
"2313",595.659,175.996,7
"2314",595.783,253.859,7
"2315",595.848,201.982,7
"2316",596.162,300.781,7
"2317",596.366,268.087,7
"2318",596.576,212.327,7
"2319",596.822,131.08,7
"2320",596.967,171.221,7
"2321",597.105,139.119,7
"2322",597.228,247.438,7
"2323",597.332,348.475,7
"2324",597.527,208.034,7
"2325",597.694,294.257,7
"2326",597.795,203.989,7
"2327",598.029,150.373,7
"2328",598.355,266.608,7
"2329",598.66,339.573,7
"2330",598.936,308.396,7
"2331",599.25,174.396,7
"2332",599.427,315.671,7
"2333",599.584,374.813,7
"2334",599.745,146.914,7
"2335",599.843,141.491,7
"2336",600.073,317.714,7
"2337",600.177,276.823,7
"2338",600.414,344.423,7
"2339",600.582,139.046,7
"2340",600.707,239.265,7
"2341",600.859,302.851,7
"2342",600.957,379.96,7
"2343",601.285,356.755,7
"2344",601.49,251.212,7
"2345",601.604,153.194,7
"2346",601.977,365.213,7
"2347",602.191,335.238,7
"2348",602.733,284.104,7
"2349",602.912,354.94,7
"2350",603.15,324.281,7
"2351",603.373,360.198,7
"2352",603.558,331.077,7
"2353",603.917,221.381,7
"2354",603.995,302.343,7
"2355",604.082,130.127,7
"2356",604.23,385.626,7
"2357",604.465,370.468,7
"2358",604.631,262.499,7
"2359",605.185,138.466,7
"2360",605.358,215.403,7
"2361",605.6,308.35,7
"2362",605.856,279.482,7
"2363",606.103,374.552,7
"2364",606.362,262.293,7
"2365",606.761,360.66,7
"2366",607.099,311.835,7
"2367",607.169,312.57,7
"2368",607.354,349.464,7
"2369",607.547,333.494,7
"2370",607.835,367.067,7
"2371",608.015,139.512,7
"2372",608.174,176.187,7
"2373",608.496,237.74,7
"2374",608.728,272.892,7
"2375",608.915,350.525,7
"2376",609.239,223.566,7
"2377",609.287,179.413,7
"2378",609.635,278.034,7
"2379",609.773,147.967,7
"2380",609.962,319.468,7
"2381",610.173,319.096,7
"2382",610.265,203.962,7
"2383",610.402,231.619,7
"2384",610.71,298.128,7
"2385",610.928,176.848,7
"2386",611.057,209.789,7
"2387",611.292,347.619,7
"2388",611.407,127.679,7
"2389",611.549,365.704,7
"2390",611.839,177.838,7
"2391",612.234,268.038,7
"2392",612.521,203.777,7
"2393",612.663,285.108,7
"2394",612.759,346.325,7
"2395",613.265,211.308,7
"2396",613.42,267.645,7
"2397",613.73,369.371,7
"2398",613.927,168.511,7
"2399",614.175,162.138,7
"2400",614.349,316.53,7
"2401",614.877,357.195,7
"2402",615.224,153.596,7
"2403",615.307,166.364,7
"2404",615.343,305.332,7
"2405",615.473,243.94,7
"2406",615.647,170.137,7
"2407",615.857,348.684,7
"2408",615.976,297.076,7
"2409",616.189,294.695,7
"2410",616.567,234.514,7
"2411",616.625,234.837,7
"2412",616.789,157.771,7
"2413",616.984,304.459,7
"2414",617.082,309.042,7
"2415",617.209,166.945,7
"2416",617.359,340.698,7
"2417",617.576,138.562,7
"2418",617.786,206.85,7
"2419",618.009,307.813,7
"2420",618.304,214.915,7
"2421",618.357,202.963,7
"2422",618.506,198.618,7
"2423",618.613,236.333,7
"2424",618.863,162.446,7
"2425",619.34,276.388,7
"2426",619.418,175.424,7
"2427",619.453,228.333,7
"2428",619.66,262.822,7
"2429",619.905,177.5,7
"2430",620.082,359.154,7
"2431",620.327,337.93,7
"2432",620.758,155.255,7
"2433",620.875,172.556,7
"2434",620.931,216.611,7
"2435",621.161,256.027,7
"2436",621.269,210.442,7
"2437",621.755,358.685,7
"2438",621.881,156.251,7
"2439",621.987,150.63,7
"2440",622.036,359.822,7
"2441",622.132,167.384,7
"2442",622.57,277.084,7
"2443",622.811,325.948,7
"2444",622.995,293.109,7
"2445",623.156,344.808,7
"2446",623.327,319.128,7
"2447",623.618,290.868,7
"2448",623.724,277.57,7
"2449",623.768,270.129,7
"2450",624.131,208.597,7
"2451",624.215,200.356,7
"2452",624.39,337.081,7
"2453",624.7,179.035,7
"2454",624.888,211.609,7
"2455",624.934,258.239,7
"2456",625.317,181.469,7
"2457",625.415,227.66,7
"2458",625.65,167.6,7
"2459",625.769,140.199,7
"2460",625.928,253.514,7
"2461",626.089,307.353,7
"2462",626.213,284.3,7
"2463",626.377,273.54,7
"2464",626.545,237.412,7
"2465",626.826,294.339,7
"2466",626.985,140.82,7
"2467",627.252,273.933,7
"2468",627.39,272.513,7
"2469",627.436,125.475,7
"2470",627.515,314.964,7
"2471",627.756,237.811,7
"2472",627.971,188.982,7
"2473",628.566,262.255,7
"2474",628.944,130.454,7
"2475",629.396,169.871,7
"2476",629.657,140.104,7
"2477",629.783,140.089,7
"2478",630.164,198.043,7
"2479",630.334,167.752,7
"2480",630.471,293.513,7
"2481",630.876,313.745,7
"2482",631.366,155.726,7
"2483",631.727,135.269,7
"2484",631.99,187.382,7
"2485",632.044,191.112,7
"2486",632.247,144.479,7
"2487",633.195,164.1,7
"2488",633.8,104.46,7
"2489",634.52,157.802,7
"2490",635.519,151.448,7
"2491",636.629,98.137,7
"2492",637.155,133.187,7
"2493",637.985,129.206,7
"2494",638.43,123.668,7
"2495",639.189,146.078,7
"2496",639.913,101.291,7
"2497",640.398,146.905,7
"2498",640.874,88.532,7
"2499",641.526,71.193,7
"2500",641.833,130.098,7
"2501",642.096,134.914,7
"2502",642.65,66.026,7
"2503",642.931,72.046,7
"2504",643.305,70.147,7
"2505",644.189,105.402,7
"2506",644.326,87.593,7
"2507",644.568,67.488,7
"2508",644.897,97.698,7
"2509",646.183,73.295,7
"2510",646.309,134.465,7
"2511",647.109,96.616,7
"2512",647.336,62.26,7
"2513",647.832,77.936,7
"2514",648.663,101.896,7
"2515",649.185,115.621,7
"2516",649.603,78.791,7
"2517",651.034,102.031,7
"2518",651.791,79.026,7
"2519",651.904,69.127,7
"2520",653.323,82.183,7
"2521",653.676,50.756,7
"2522",654.241,50.978,7
"2523",654.597,61.231,7
"2524",654.814,62.109,7
"2525",655.425,108.417,7
"2526",656.026,65.508,7
"2527",656.46,74.5,7
"2528",656.56,72.458,7
"2529",656.91,86.43,7
"2530",657.276,115.197,7
"2531",657.623,47.035,7
"2532",657.918,79.095,7
"2533",658.613,91.878,7
"2534",659.224,101.421,7
"2535",659.818,73.144,7
"2536",660.509,76.084,7
"2537",661.103,54.241,7
"2538",661.84,85.89,7
"2539",662.95,41.143,7
"2540",663.395,94.227,7
"2541",664.898,49.236,7
"2542",665.146,78.25,7
"2543",665.792,57.659,7
"2544",666.548,86.523,7
"2545",667.492,57.099,7
"2546",668.872,40.505,7
"2547",669.373,81.047,7
"2548",670.007,58.479,7
"2549",671.358,75.474,7
"2550",672.982,50.898,7
"2551",674.599,57.592,7
"2552",543.406214392213,325.36438264614,2
"2553",318.70342250077,64.5428771097168,2
"2554",206.618615607223,319.04673731716,2
"2555",167.327881181828,257.895203340007,2
"2556",464.625846977808,218.834225728644,5
"2557",397.467618162137,356.367533217268,5
"2558",77.0688430820155,-25.7300835348698,5
"2559",518.198925282138,481.487610183882,6
"2560",173.099313411444,394.999757399148,2
"2561",-19.9974219763685,142.811767718281,3
"2562",74.0179145716784,-16.6916750958188,3
"2563",182.004887932204,186.932563502957,6
"2564",137.115423824104,158.055581164386,2
"2565",-17.3534434344609,213.697262753114,3
"2566",133.399592847128,140.269475254221,5
"2567",-110.13352262295,103.718637112319,3
"2568",608.406945009763,121.46899490168,5
"2569",870.799798530176,10.709552077562,0
"2570",291.717356674683,389.233075721613,2
"2571",795.826564618605,-59.0421632602504,7
"2572",507.346946533133,165.206870481302,7
"2573",619.635307415204,67.6857305836087,2
"2574",27.52883109241,238.051463038909,2
"2575",398.954260792705,-29.7059100314665,7
"2576",324.37642023485,157.41034590937,2
"2577",765.390364837082,194.903882792106,7
"2578",840.992191621213,418.323947860763,7
"2579",777.945876192901,213.39959931683,7
"2580",457.041701675028,238.757979407568,5
"2581",-4.68732281180924,422.013677678286,2
"2582",475.183520292204,-37.9191809920226,7
"2583",583.41500048382,-29.3911404867369,7
"2584",46.9700517773252,319.516339963879,6
"2585",292.418822304959,157.905214189787,2
"2586",256.10959393268,232.793038535443,6
"2587",739.71105908294,196.095480160516,4
"2588",520.233675502833,139.070085466769,5
"2589",550.153678122083,125.286752096033,7
"2590",716.715224460757,144.522990720372,7
"2591",859.566588799243,453.384985680027,7
"2592",896.457257999098,443.492455228632,4
"2593",602.587943419163,225.790021410666,4
"2594",775.155781294206,239.417037236488,7
"2595",709.726648156578,432.971603824494,7
"2596",242.562825638139,41.5144213330876,5
"2597",237.441882600147,300.310256434113,6
"2598",120.911229199872,-130.130101213969,3
"2599",652.907425522149,261.020625900654,2
"2600",-10.7864304611203,103.337206569324,3
"2601",593.177389158028,24.9610770782382,1
"2602",446.208739015102,-90.3029125203539,3
"2603",-109.457101991451,334.654025189002,6
"2604",39.7861659994331,230.23215092413,2
"2605",775.848384211789,422.10906180663,7
"2606",615.084935435894,52.7227894433963,7
"2607",956.494535361226,151.661095877399,4
"2608",375.269374864699,175.524445669984,6
"2609",516.717228152523,461.42780093483,7
"2610",-49.0250609558034,220.164603016903,6
"2611",21.3936184530594,224.002573082542,3
"2612",523.559008545925,130.134644610479,7
"2613",225.912516605075,47.3079574772371,7
"2614",-125.988632741578,229.134631060306,2
"2615",412.199578344564,417.451449977628,7
"2616",9.16799046099089,309.282695440233,2
"2617",483.10248128835,234.485926174776,4
"2618",119.531058883722,259.239152157169,2
"2619",742.165169910976,99.4851571795984,0
"2620",139.201030799322,170.835409334387,3
"2621",297.655592554373,52.2381155449297,3
"2622",660.697612699739,279.305487331623,7
"2623",363.570565681446,256.249450690275,5
"2624",431.32271625198,197.94353631186,7
"2625",420.122101960546,253.036151681921,6
"2626",195.913908175987,60.3831214955227,3
"2627",257.316057312344,-108.404998611859,3
"2628",402.079412874409,125.68693968653,5
"2629",384.531715458849,243.583883144069,2
"2630",539.657522045488,322.768577138731,7
"2631",147.295013302405,246.918901855295,5
"2632",250.889903491263,68.7598005663691,5
"2633",675.614165588083,475.967605904064,4
"2634",395.899170107333,134.950404745192,5
"2635",204.572262631658,251.917824180465,6
"2636",227.68590345723,188.056362102535,1
"2637",541.527398029598,182.494948354821,7
"2638",641.537001944034,233.55454615764,3
"2639",506.106220726277,226.479153660803,5
"2640",181.089800439354,124.369907850131,3
"2641",418.154632947339,23.4811699326037,5
"2642",-156.443874430665,190.993907509876,5
"2643",155.892211381114,19.0786994219319,3
"2644",464.329271301434,189.992228298213,5
"2645",464.913072880931,261.780988631616,5
"2646",786.568080059385,193.518552956179,7
"2647",241.276915343959,46.8967630280045,4
"2648",420.548116691425,305.102886401334,7
"2649",331.177211891075,113.655221547638,2
"2650",75.597792876114,234.055289493449,3
"2651",399.212478095877,380.667060319732,6
"2652",559.19535256029,237.752534959862,6
"2653",201.906389288919,240.926798139849,4
"2654",202.678364985936,298.212203531615,2
"2655",233.485553518922,174.333980631102,2
"2656",760.198838373448,432.95423546235,7
"2657",157.202030072703,178.851340141253,3
"2658",530.392484198858,532.252755493138,6
"2659",364.858250451823,185.484723647164,1
"2660",531.886632412124,73.4335816005012,7
"2661",-46.5792519218167,-66.9120929725251,3
"2662",286.009525024322,171.682098959878,6
"2663",215.182818690462,178.33460388464,2
"2664",359.611163537785,380.878363332694,5
"2665",441.215266506784,264.150640672518,2
"2666",623.802544166122,-115.136931393681,5
"2667",795.707856544198,160.641270836723,7
"2668",514.473856875719,-15.6442737080495,3
"2669",322.631638426796,-135.10019065163,3
"2670",-123.269341877524,409.898208654637,6
"2671",193.382062675671,190.905797351915,5
"2672",458.913985160561,351.784959862828,6
"2673",168.203423902389,110.118239935863,5
"2674",547.559927800049,87.3739281306944,5
"2675",172.345542813804,367.486816389244,6
"2676",108.119721871636,-6.58460226358702,3
"2677",733.997319011744,61.340864733567,7
"2678",497.70875086606,5.26261988721943,5
"2679",333.196374274889,91.8664677293809,7
"2680",224.773639327818,318.290537989186,1
"2681",-266.0506196047,88.3747451970355,5
"2682",45.3965465442526,94.1179208676581,2
"2683",392.647691017321,288.414215353353,1
"2684",457.271589445631,362.511942563062,6
"2685",351.463691768992,294.136399775434,6
"2686",472.953614450137,275.444697539669,4
"2687",267.333533538063,318.698326153168,2
"2688",385.104261297809,-73.3182108145672,3
"2689",397.75914667352,414.910297166406,2
"2690",478.341124130295,138.497055498057,1
"2691",429.574820486948,109.242054016179,2
"2692",673.95945336402,250.934964869948,7
"2693",279.516468781983,273.413097473535,6
"2694",64.064281363587,245.455712496177,2
"2695",12.8251816631019,283.557696358163,6
"2696",649.569861684614,452.938466664682,6
"2697",592.239410516942,251.118823023208,2
"2698",290.448539913678,151.476404748119,2
"2699",524.54159655143,402.744867761158,6
"2700",188.107593219709,133.468812817545,2
"2701",558.677186539403,264.636885889526,4
"2702",479.39042221987,149.177541856633,7
"2703",811.563003747484,-33.6761811891688,3
"2704",345.925160003788,109.773952715719,2
"2705",221.40456560799,234.184807368994,2
"2706",377.019897022243,496.943020823675,6
"2707",389.432512652983,355.846412489301,6
"2708",609.562587092333,269.477257671652,2
"2709",470.053233129672,568.031438058162,6
"2710",432.902611458401,229.062657258987,2
"2711",691.122617694191,211.27219236772,7
"2712",315.058884493909,414.587448686607,6
"2713",489.19361661939,-21.1341462208892,3
"2714",30.0304615946504,106.807697215493,3
"2715",657.122499105322,35.1727247838758,7
"2716",488.637264586549,-94.9475575352163,3
"2717",155.684200263456,261.121913994235,2
"2718",350.46939574721,455.32832087638,6
"2719",251.064393771366,181.264702641851,3
"2720",63.3052187115935,355.838841777032,2
"2721",403.977408664304,-6.26209026644163,3
"2722",134.094909327727,-54.2550644537182,3
"2723",503.010151318469,625.147108671654,6
"2724",315.75984390091,73.8838630607492,3
"2725",573.558961470579,257.47732866924,7
"2726",103.243917069009,209.893031692967,5
"2727",338.424260989805,207.444673178003,5
"2728",289.028826804195,319.556941896219,6
"2729",460.972078937893,256.105596284781,4
"2730",285.113484706707,148.430278485532,5
"2731",567.782606451723,72.6018510976304,5
"2732",405.780712518256,60.1302454831242,3
"2733",143.105998665281,353.888025113589,2
"2734",321.034013235364,289.680168829919,2
"2735",409.752542878474,414.454315318605,2
"2736",308.210443588612,140.83306841635,7
"2737",377.315173170802,126.853748858581,1
"2738",380.604829632517,143.932791521409,3
"2739",271.687523735537,207.346754676786,2
"2740",192.318035767683,379.80693474643,6
"2741",436.149527696552,191.084151856226,3
"2742",22.4006438794429,216.372618305482,2
"2743",366.626718302701,169.161655478178,2
"2744",666.364408665494,-35.4153040191098,0
"2745",821.46426169374,515.427654386963,5
"2746",307.947993346132,207.237820923053,7
"2747",326.110340852767,61.5374849246963,5
"2748",-11.3770820734813,271.36563606438,6
"2749",368.387204231359,307.038384346002,6
"2750",235.508777922054,477.683098818253,6
"2751",-283.459797270601,325.352741902318,6
"2752",368.494376015059,327.11356543312,2
"2753",493.037106967556,72.8969665750251,7
"2754",33.9657111707284,16.1988292548468,3
"2755",510.650964332397,434.931835441146,6
"2756",319.310160765771,55.4224412368514,3
"2757",210.852889173255,443.354109628669,6
"2758",506.22214987761,165.273670235296,7
"2759",450.488935307144,269.89446581398,3
"2760",182.859527993246,156.323987355908,5
"2761",-223.345219837007,-39.0654343639112,5
"2762",277.716530179931,327.934943670112,2
"2763",297.482722301957,194.287402422219,6
"2764",241.352055437246,365.764102341482,6
"2765",383.861130218449,225.149366038089,6
"2766",67.0535569990843,333.777664797469,2
"2767",88.5851798760386,131.475627359802,2
"2768",-18.4091716464169,296.894676999823,2
"2769",450.648993623128,357.849181239597,7
"2770",295.935616773784,-2.7394344668879,5
"2771",412.383445378231,340.022960741829,2
"2772",-1.6916068567602,388.042310998038,6
"2773",526.752793567364,227.644124121612,2
"2774",-108.112600891675,216.58116612709,5
"2775",544.042676150566,135.850776760318,5
"2776",23.4572736885449,163.36269320871,5
"2777",228.556092510052,385.365438428939,2
"2778",156.290084415892,15.6963360706861,3
"2779",334.254847658359,411.721486486582,6
"2780",317.251550051441,375.989015986694,6
"2781",48.8749335747858,-68.8157383872592,3
"2782",154.34645007879,-49.8045540674577,3
"2783",155.700447134693,240.240136975064,3
"2784",15.2427064660977,344.255961263592,2
"2785",253.47654533529,346.477280661269,6
"2786",460.271244857866,338.934976792056,6
"2787",792.64515077435,312.469203489139,7
"2788",25.8244050018361,378.008542253065,6
"2789",457.863659345672,91.8686643039334,5
"2790",553.809329673358,-119.993182112974,7
"2791",162.702894557936,241.505944789741,3
"2792",784.573551008817,298.591468677127,7
"2793",505.201940801913,126.96444228857,0
"2794",654.545975011282,355.739398144261,2
"2795",-253.463251131345,55.604278816834,5
"2796",-9.67718710336294,393.27737770632,2
"2797",733.560320798071,276.336841125683,2
"2798",556.266278979582,313.636671751879,4
"2799",425.964284773108,149.910230583493,2
"2800",817.003438494015,200.983930802068,7
"2801",377.166021596264,134.667966482648,7
"2802",163.222133612496,302.660606894008,2
"2803",208.289220708021,36.8269391908839,3
"2804",780.704693332958,276.504922542026,2
"2805",876.330453651471,451.146523955002,2
"2806",291.976159657071,444.04221744812,4
"2807",325.755833724101,359.468821129349,6
"2808",449.003096841855,408.241115327191,6
"2809",770.88201504526,45.3873556761785,7
"2810",94.1185845901135,195.746456742145,2
"2811",374.431055985997,317.580064777706,6
"2812",601.015718088672,248.28385143722,2
"2813",492.745612772196,-114.871248412454,3
"2814",219.529097136825,224.862190235564,2
"2815",-231.023371449141,115.872908692159,3
"2816",202.80661175743,486.39001168495,6
"2817",559.216695126573,45.9629480093768,3
"2818",309.152867352291,183.542899388158,2
"2819",351.17803035543,129.747663436045,5
"2820",114.549648706396,278.403396509369,6
"2821",39.149250417773,245.55013725759,3
"2822",12.6366682154367,135.734472632534,3
"2823",747.234020956307,401.115561863015,7
"2824",291.562380099217,322.346938450358,2
"2825",143.871542090484,217.807706520346,5
"2826",368.59587390484,45.9391216990103,3
"2827",478.747141064366,88.4021588676132,7
"2828",583.901475379211,-52.3907675698663,7
"2829",303.7353852621,290.71831992857,2
"2830",781.46882692749,365.342318145149,2
"2831",264.055032751002,261.736966353569,2
"2832",600.222403553906,40.5071919633725,7
"2833",317.641461141488,52.6299682227849,5
"2834",447.183068146563,423.345620359294,6
"2835",296.089335918955,132.082124761236,6
"2836",496.608867204677,127.689799966421,7
"2837",-52.2733736375415,490.934753883578,6
"2838",315.448917240171,118.424772333033,7
"2839",291.980642699832,170.473027139798,2
"2840",377.990234614535,523.593477187114,2
"2841",-323.336996970943,-59.2643917162462,3
"2842",398.098404441,81.4449254709058,5
"2843",345.750524094665,304.038450238244,6
"2844",192.150704069294,22.6256748722823,7
"2845",794.662354766981,351.728894050934,6
"2846",296.114367703114,96.9115105613815,7
"2847",202.31267492459,294.555988798386,7
"2848",256.012540484246,423.654368434553,6
"2849",281.09561403636,88.3411326763693,2
"2850",73.1146450488918,286.741658529083,2
"2851",1057.38143498154,292.55713881197,7
"2852",-88.2385288549904,188.22830025693,5
"2853",467.908422971216,98.5257302778821,4
"2854",279.201470987444,-25.1687641637079,3
"2855",816.690644851048,324.817789255282,7
"2856",353.321957714969,212.451782823082,3
"2857",161.026818544099,177.277716477089,2
"2858",442.052357531629,485.902974482415,6
"2859",-23.5493435250096,59.4402036912612,5
"2860",369.540226109502,285.403834169729,6
"2861",514.830031567688,219.034803234315,7
"2862",471.399705926607,1.31068263858026,7
"2863",196.87925518107,426.557461756066,6
"2864",570.443868903262,96.1355055418147,3
"2865",469.120443371379,-19.2884834509986,3
"2866",299.421972387725,204.247568338316,6
"2867",-175.224687152014,-108.158114218486,3
"2868",737.321050237154,-144.886597652767,0
"2869",762.123470282889,95.918987843337,7
"2870",111.193386490733,-31.1736148234546,5
"2871",254.695670760919,60.1837859029142,3
"2872",218.830006195224,399.731431359859,6
"2873",419.881716075429,183.039809652315,6
"2874",282.532220683597,104.290246287432,5
"2875",-77.7569612018098,121.641670253554,6
"2876",330.03449418975,54.3911454005095,3
"2877",343.217259752496,240.80033897138,2
"2878",470.209612633537,254.352952621937,7
"2879",-60.7398768746508,-35.0444311099671,3
"2880",-27.0668305670523,67.4000355418646,3
"2881",549.825095210213,158.279205217285,3
"2882",903.007134331145,394.708805962037,7
"2883",-49.8835437935394,236.349650044459,2
"2884",-260.826641324366,-135.295732710032,3
"2885",349.193194138993,326.219998601606,1
"2886",36.3296633153633,325.956999194932,2
"2887",748.205250835906,227.901231824091,7
"2888",488.627157005885,171.292820560262,5
"2889",623.541042258172,-26.4610319499093,7
"2890",285.057130271899,233.4082738518,6
"2891",404.898105030523,290.449795572651,6
"2892",528.047770251788,326.613533510136,4
"2893",210.51213313033,419.902643132915,4
"2894",351.712273739294,225.985083603826,7
"2895",-146.131107733156,58.9194783131431,2
"2896",-148.522812375289,256.472703171142,6
"2897",419.39362779818,100.728622751169,2
"2898",235.081899557581,6.96678749838655,3
"2899",185.804609236012,391.503010284681,6
"2900",119.140408155681,299.680615661045,7
"2901",33.1928190562541,95.1582710305013,3
"2902",115.19157561585,-4.95720310185789,3
